# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999332537823e+00 4.462930677857e-03
! 0.09495500
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.997214358192e+00 4.426148801148e-03
! 0.09564800
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.993824788586e+00 4.539990017286e-03
! 0.09502900
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.996973147571e+00 4.465401966730e-03
! 0.09407500
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.990883166037e+00 4.481472260360e-03
! 0.09208800
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999773513304e+00 4.299550018166e-03
! 0.09275300
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.998445524165e+00 4.463243911169e-03
! 0.09420800
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.005088360459e+00 4.444674697831e-03
! 0.09400300
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999816100736e+00 4.190898948445e-03
! 0.09395800
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.998180694825e+00 4.434718812632e-03
! 0.09204800
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.008841230665e+00 4.506528668877e-03
! 0.09575000
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.001882478622e+00 4.492598082768e-03
! 0.09304900
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.001851865425e+00 4.323985862875e-03
! 0.09326500
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000076126417e+00 4.421751436500e-03
! 0.09572600
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000899219006e+00 4.417522244167e-03
! 0.09495500
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999593559677e+00 4.235028645917e-03
! 0.10665000
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.003429131994e+00 4.419833818288e-03
! 0.10006200
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.001025621016e+00 4.449669311253e-03
! 0.09808600
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.005390792482e+00 4.322773946015e-03
! 0.09976200
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.996292247814e+00 4.484618773796e-03
! 0.09747900
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.993370651428e+00 4.257544043927e-03
! 0.09803000
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.006378825332e+00 4.386213089646e-03
! 0.09911600
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.996936670789e+00 4.533423183950e-03
! 0.09965900
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.002755551136e+00 4.348116986063e-03
! 0.10042100
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.001253139072e+00 4.422918651715e-03
! 0.09907300
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999873912372e+00 4.467148682214e-03
! 0.09839400
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.997435420273e+00 4.436196796407e-03
! 0.09723900
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999670892874e+00 4.397938418647e-03
! 0.09960300
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999751750574e+00 4.480854692184e-03
! 0.10356700
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.997320401009e+00 4.455532540625e-03
! 0.10103800
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000680036334e+00 4.378849874302e-03
! 0.10108000
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999463222730e+00 4.453082745416e-03
! 0.10246300
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.995445301202e+00 4.459629609370e-03
! 0.10256900
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.995952952482e+00 4.365215344656e-03
! 0.10087500
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.992380534816e+00 4.438718117303e-03
! 0.10245200
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.997903795598e+00 4.429187762380e-03
! 0.10179100
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.005962430511e+00 4.461443334048e-03
! 0.10621100
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.995644509754e+00 4.511553315842e-03
! 0.11068200
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.997571566578e+00 4.399055309182e-03
! 0.10369000
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.991336865685e+00 4.467322314650e-03
! 0.10242300
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.996761704841e+00 4.413445434329e-03
! 0.10241900
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.998721883845e+00 4.487909712633e-03
! 0.10018600
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.998109768496e+00 4.424084583089e-03
! 0.10025200
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.001502079301e+00 4.457831792414e-03
! 0.10081200
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000550062677e+00 4.469937370079e-03
! 0.09924600
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999506501066e+00 4.414163820944e-03
! 0.09953100
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000436394736e+00 4.430619997448e-03
! 0.09585200
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.997894267829e+00 4.403906221650e-03
! 0.10415500
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.001527336936e+00 4.481487896106e-03
! 0.09961000
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.001319514071e+00 4.511643772422e-03
! 0.09535500
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999839969017e+00 4.517256261981e-03
! 0.09132900
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.004317556968e+00 4.364690177538e-03
! 0.09405400
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.004474204928e+00 4.444945382397e-03
! 0.09476700
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000397848322e+00 4.492818545317e-03
! 0.09168900
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.004708357054e+00 4.384068369506e-03
! 0.09113400
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.001055175634e+00 4.436743133236e-03
! 0.09332700
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.001039635606e+00 4.534248631146e-03
! 0.09357400
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.001015945317e+00 4.379803455106e-03
! 0.09562500
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.996404749949e+00 4.406983727448e-03
! 0.09370300
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000857017807e+00 4.419891771568e-03
! 0.09644300
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999882565614e+00 4.412989042903e-03
! 0.09633300
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.998801480609e+00 4.409406354152e-03
! 0.09822900
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.997209849912e+00 4.338301214952e-03
! 0.09965800
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.004604767432e+00 4.312773495047e-03
! 0.09609500
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999983575086e+00 4.442639769836e-03
! 0.09547400
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.001312885498e+00 4.533690413745e-03
! 0.09655700
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.003686109822e+00 4.534878618551e-03
! 0.09616800
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.995954323749e+00 4.204502227849e-03
! 0.09477200
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.007661791852e+00 4.233414545935e-03
! 0.09342200
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999399226141e+00 4.472543102592e-03
! 0.09379300
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.998486761995e+00 4.273463404262e-03
! 0.09405400
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.996539112308e+00 4.461685779658e-03
! 0.09985400
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999510069174e+00 4.422379652561e-03
! 0.09936100
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.003011404123e+00 4.366554269687e-03
! 0.09925300
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.003438620612e+00 4.536035827567e-03
! 0.09780300
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.997889330329e+00 4.349815039856e-03
! 0.09873000
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000955498468e+00 4.450113254206e-03
! 0.09869200
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.997342511723e+00 4.408156910960e-03
! 0.09933700
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.994626322466e+00 4.499591425590e-03
! 0.09801200
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999444841901e+00 4.519203723888e-03
! 0.09147400
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.005437013525e+00 4.511878216232e-03
! 0.09309300
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.004646321291e+00 4.447018434748e-03
! 0.09334100
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.995650895921e+00 4.372510445700e-03
! 0.09359800
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000417113270e+00 4.450239697107e-03
! 0.09217000
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.008344949006e+00 4.535352657692e-03
! 0.09237000
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.004044078694e+00 4.402033816509e-03
! 0.09328000
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000819481054e+00 4.440731027554e-03
! 0.09676900
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.003513053279e+00 4.508410375464e-03
! 0.09260400
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.005134752112e+00 4.386880225727e-03
! 0.09401900
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000006402129e+00 4.310336288710e-03
! 0.09349600
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.998899780221e+00 4.405934614137e-03
! 0.09527600
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000274790873e+00 4.502316890544e-03
! 0.09568100
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.998099959060e+00 4.457281859796e-03
! 0.09330600
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.001975310622e+00 4.512583851142e-03
! 0.09222600
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.005624778293e+00 4.432122275101e-03
! 0.09525400
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.003540546654e+00 4.352765231601e-03
! 0.09409400
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.001309140897e+00 4.334497338564e-03
! 0.09518200
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.002087044638e+00 4.430263804163e-03
! 0.09178500
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.993125842897e+00 4.577803886160e-03
! 0.09146300
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000901323947e+00 4.375445126704e-03
! 0.09253200
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.003270651666e+00 4.371984625522e-03
! 0.09513700
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.002934951238e+00 4.488639307716e-03
! 0.09443100
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.004028593220e+00 4.344160284139e-03
! 0.09468400
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.998325528168e+00 4.474555109761e-03
! 0.09383500
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999466370951e+00 4.425805467745e-03
! 0.09559600
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999807704283e+00 4.474935266685e-03
! 0.09530700
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.995619187009e+00 4.479936764591e-03
! 0.09470200
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999667542422e+00 4.363966161496e-03
! 0.09523200
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999379004725e+00 4.405096100449e-03
! 0.09533300
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.996012406211e+00 4.443179271124e-03
! 0.09467100
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.995734950397e+00 4.462720091455e-03
! 0.09541200
