# 3 2.000000000000e+00 4.000000000000e+00 5.000000000000e+00 5.000000000000e-01 3.000000000000e-01 2.000000000000e-01
w       0 2.000000000000e-01 2.000000000000e-01 2.000000000000e-01 2.000000000000e-01 2.000000000000e-01
w       1 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 1.000000000000e+00
*       1 0.000000000000e+00 9.001157663087e+01 1.047197551197e+00 9.001157663087e+01 2.094395102393e+00 9.001157663087e+01 3.141592653590e+00 9.001157663087e+01 4.895669418645e+00 3.701309935732e+00
w       2 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00 1.000000000000e+00 0.000000000000e+00
*       2 0.000000000000e+00 9.001157663087e+01 1.047197551197e+00 9.001157663087e+01 2.094395102393e+00 9.001157663087e+01 2.731067591521e+00 1.747289526621e+00 4.895669418645e+00 3.701309935732e+00
w       3 0.000000000000e+00 0.000000000000e+00 1.000000000000e+00 0.000000000000e+00 0.000000000000e+00
*       3 0.000000000000e+00 9.001157663087e+01 1.047197551197e+00 9.001157663087e+01 2.049077107510e+00 1.736757847978e+00 2.731067591521e+00 1.747289526621e+00 4.895669418645e+00 3.701309935732e+00
w       4 7.759405909707e-01 2.240594090293e-01 0.000000000000e+00 0.000000000000e+00 0.000000000000e+00
*       4 5.131963482200e+00 1.399177276878e+00 5.172561563332e+00 6.212312001685e+00 2.049077107510e+00 1.736757847978e+00 2.731067591521e+00 1.747289526621e+00 4.895669418645e+00 3.701309935732e+00
w       5 0.000000000000e+00 7.789190912366e-01 2.210809087634e-01 0.000000000000e+00 0.000000000000e+00
*       5 5.131963482200e+00 1.399177276878e+00 9.717533877798e-01 2.939201551969e+00 1.849415956146e+00 1.227943640273e+00 2.731067591521e+00 1.747289526621e+00 4.895669418645e+00 3.701309935732e+00
w       6 0.000000000000e+00 3.851706739082e-01 0.000000000000e+00 6.148293260918e-01 0.000000000000e+00
*       6 5.131963482200e+00 1.399177276878e+00 7.486067027366e-01 6.396181438466e+00 1.849415956146e+00 1.227943640273e+00 3.417793212630e+00 3.357412623576e+00 4.895669418645e+00 3.701309935732e+00
w       7 0.000000000000e+00 2.831531417952e-01 7.168468582048e-01 0.000000000000e+00 0.000000000000e+00
*       7 5.131963482200e+00 1.399177276878e+00 9.774296822944e-01 4.925109400047e+00 1.783384303491e+00 1.180435513816e+00 3.417793212630e+00 3.357412623576e+00 4.895669418645e+00 3.701309935732e+00
w       8 0.000000000000e+00 2.502881066221e-02 4.784029375305e-02 9.271308955847e-01 0.000000000000e+00
*       8 5.131963482200e+00 1.399177276878e+00 9.973631706966e-01 5.026236854777e+00 1.785183605338e+00 1.179689019389e+00 3.511026650228e+00 3.176392831939e+00 4.895669418645e+00 3.701309935732e+00
w       9 0.000000000000e+00 1.225754357723e-01 0.000000000000e+00 8.774245642277e-01 0.000000000000e+00
*       9 5.131963482200e+00 1.399177276878e+00 1.167996850397e+00 4.101520220766e+00 1.785183605338e+00 1.179689019389e+00 2.148154762906e+00 6.811422641428e-01 4.895669418645e+00 3.701309935732e+00
w      10 0.000000000000e+00 3.316603340119e-01 2.349702928811e-01 3.026202174250e-01 1.307491556820e-01
*      10 5.131963482200e+00 1.399177276878e+00 1.344364727452e+00 2.074886721157e+01 2.539542407028e+00 2.575990328244e+00 2.225124016768e+00 8.931468821607e-01 4.405623333296e+00 2.842260693028e+00
w      11 0.000000000000e+00 3.898212666089e-01 6.101787333911e-01 0.000000000000e+00 0.000000000000e+00
