# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999094851771e+00 2.258978807908e-03
! 0.12160400
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999126355258e+00 2.226793489973e-03
! 0.12354400
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.997356820320e+00 2.214655830448e-03
! 0.12442500
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000707501556e+00 2.256000415837e-03
! 0.12413900
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.996945318486e+00 2.265206216656e-03
! 0.12281500
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000394885356e+00 2.235341874825e-03
! 0.12520900
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000059962090e+00 2.209037724579e-03
! 0.12379700
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.003820343298e+00 2.261133691025e-03
! 0.12470800
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000080455066e+00 2.202832328728e-03
! 0.12213800
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.001417090702e+00 2.235024875085e-03
! 0.12241300
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999178328107e+00 2.249922540648e-03
! 0.12419000
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.997937215846e+00 2.239308762251e-03
! 0.12275800
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.996746673737e+00 2.229891078141e-03
! 0.12348600
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.996829362398e+00 2.235441359059e-03
! 0.12564699
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.001396423490e+00 2.222893992900e-03
! 0.12377100
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000929481970e+00 2.240641156293e-03
! 0.12201900
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.002419524630e+00 2.257484111560e-03
! 0.12335200
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.998334741282e+00 2.252792707344e-03
! 0.12335700
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.001638110772e+00 2.226699718102e-03
! 0.12378400
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.003030556220e+00 2.234945709850e-03
! 0.12203600
