# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999088432423e+00 9.846433281291e-04
! 0.13157099
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999730056268e+00 9.841999505062e-04
! 0.13120900
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.002375440644e+00 9.864525786111e-04
! 0.13347100
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999652949001e+00 9.712385029523e-04
! 0.12950000
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000641461144e+00 9.795843398374e-04
! 0.13233000
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.998685342517e+00 9.809761973675e-04
! 0.13008501
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999620729916e+00 9.904170140142e-04
! 0.12858400
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999485393126e+00 9.771504093564e-04
! 0.12934200
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000890942595e+00 9.754834534615e-04
! 0.13142000
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.001184166564e+00 9.866372829494e-04
! 0.13044401
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000801926066e+00 9.789176547929e-04
! 0.13042200
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999887191834e+00 9.254108039799e-04
! 0.13076100
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000428539489e+00 9.853665823797e-04
! 0.13036101
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000540349324e+00 9.826545216507e-04
! 0.13126600
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000576855885e+00 9.817796416736e-04
! 0.12810300
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999984734913e+00 9.797220651798e-04
! 0.12828800
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.001123536569e+00 9.681640756541e-04
! 0.12760800
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000148203315e+00 9.829994943196e-04
! 0.12676200
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999880916331e+00 9.845703428042e-04
! 0.12753101
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999251789012e+00 9.794644628798e-04
! 0.12609699
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.998974993450e+00 9.801223434578e-04
! 0.12782700
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999634221779e+00 9.578399356468e-04
! 0.12811700
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.998682848970e+00 9.923601662075e-04
! 0.12812600
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000684415426e+00 9.890356820676e-04
! 0.12837300
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000077748399e+00 9.619712725443e-04
! 0.12892400
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.997703561528e+00 9.798767581604e-04
! 0.13013500
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000781810423e+00 9.938660714500e-04
! 0.12931800
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000439814840e+00 9.752459414804e-04
! 0.13023899
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.998021267145e+00 9.768287728422e-04
! 0.13217400
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.001089091911e+00 9.726916949801e-04
! 0.12876000
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999805018838e+00 9.433539257757e-04
! 0.13010900
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999726993756e+00 9.892007814567e-04
! 0.13100700
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999279530575e+00 9.552897851424e-04
! 0.12819099
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000084018725e+00 9.711381723148e-04
! 0.12783100
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.001696855131e+00 9.816707256742e-04
! 0.12866400
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.001396453940e+00 9.926165426996e-04
! 0.12866400
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999803028679e+00 9.898928051033e-04
! 0.13040800
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999328991855e+00 9.654401518301e-04
! 0.12764500
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999789245166e+00 9.833337500973e-04
! 0.13097700
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000146682838e+00 9.784203049434e-04
! 0.12961800
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.997934815491e+00 9.691990131387e-04
! 0.12828600
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.998751118741e+00 9.839576794192e-04
! 0.12848599
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999403620822e+00 9.918647139373e-04
! 0.14065100
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.998741050242e+00 9.761904394248e-04
! 0.12848200
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.001414179171e+00 9.823293645488e-04
! 0.12647501
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999178245929e+00 9.860707047847e-04
! 0.12512501
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000210116053e+00 9.729785605219e-04
! 0.12689000
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000359150108e+00 9.949684668135e-04
! 0.12757900
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999760184122e+00 9.726131821543e-04
! 0.12930700
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999393245908e+00 9.662098826903e-04
! 0.12810200
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.998059218513e+00 9.723214510612e-04
! 0.12885700
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999487103396e+00 9.792651993710e-04
! 0.13044301
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000680007969e+00 9.875910916352e-04
! 0.12635601
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.998178153593e+00 9.814477877996e-04
! 0.12718800
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.001439511504e+00 9.732729205380e-04
! 0.13040400
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999472965162e+00 9.845240862186e-04
! 0.12852401
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000211190191e+00 9.732868186322e-04
! 0.12934400
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999292389536e+00 9.779363613777e-04
! 0.12762500
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000516568511e+00 9.863300543370e-04
! 0.12965800
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000084929278e+00 9.712938861831e-04
! 0.12846600
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.001817757468e+00 9.788295416059e-04
! 0.12649000
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000936634261e+00 9.808075608018e-04
! 0.12565200
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999128981881e+00 9.871803163241e-04
! 0.12911500
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.998162146162e+00 9.725363989844e-04
! 0.12345900
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999447116547e+00 9.712616021055e-04
! 0.12740099
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.001076714294e+00 9.932382409378e-04
! 0.12584400
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.998844589419e+00 9.811377355095e-04
! 0.12763400
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999030373410e+00 9.770646900296e-04
! 0.12644400
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.998406182408e+00 9.563659861490e-04
! 0.12502401
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999536280681e+00 9.641536971674e-04
! 0.12426500
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000666519347e+00 9.967343541628e-04
! 0.12823901
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000511597827e+00 9.823735078152e-04
! 0.12497200
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.998875733232e+00 9.849871106811e-04
! 0.12721300
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999976865081e+00 9.805388745110e-04
! 0.12638500
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000639168342e+00 9.619069288540e-04
! 0.13362101
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999349703769e+00 9.906892164636e-04
! 0.12960400
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999905604717e+00 9.790892875196e-04
! 0.12608901
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.998096350973e+00 9.931558036129e-04
! 0.12352800
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.998825031084e+00 9.646446342074e-04
! 0.12566100
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000030482259e+00 9.801484632834e-04
! 0.12865400
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999755923407e+00 9.871391015483e-04
! 0.12627099
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999378854245e+00 9.850168321373e-04
! 0.12711801
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000106368030e+00 9.074794591590e-04
! 0.12424200
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.998970965215e+00 9.526260998839e-04
! 0.12839399
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000898728283e+00 9.767442378748e-04
! 0.12506001
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000334876864e+00 9.788834347873e-04
! 0.12454300
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000077672678e+00 9.938003340990e-04
! 0.12542200
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000434585571e+00 9.727296696235e-04
! 0.12541100
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 4.999267389799e+00 9.652885436327e-04
! 0.13053900
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000555822343e+00 9.904551847226e-04
! 0.12563600
# 1 5.000000000000e+00 1.000000000000e+00
*  100000 5.000660490141e+00 9.800630028905e-04
! 0.12783401
