# 8 2.360572176889e-01 7.737120484019e-01 1.265773836282e+00 1.831026519245e+00 2.309377871733e+00 2.923057309817e+00 3.412525014428e+00 3.960326250647e+00 8.610239234478e-02 1.201861250212e-01 1.693321646871e-01 1.499796429759e-01 8.758626164734e-02 1.603905518558e-01 1.256341440395e-01 1.007887174282e-01
s     741 2
s    1045 5
s    1353 6
s    1851 1
s    3861 0
s    4022 4
s    8269 3
s   17037 7
*  549541 3.959823109607e+00 2.149679360075e-03 1.264381594231e+00 9.606365003270e-04 7.744424321313e-01 1.975844795871e-03 3.408608399473e+00 1.555859636262e-03 2.310303176553e+00 4.029131886226e-03 1.830375988902e+00 1.110271160969e-03 2.921737985794e+00 1.155260848742e-03 4.173937037575e+00 2.000000000000e+01
*  562342 3.960135213419e+00 2.116262118378e-03 1.264268913329e+00 9.514954518973e-04 7.744225070462e-01 1.947334829081e-03 3.408429511996e+00 1.539909420132e-03 2.310789665198e+00 3.957749361071e-03 1.830298676062e+00 1.098852406745e-03 2.921735958009e+00 1.141741032657e-03 1.892226562512e+00 2.000000000000e+01
*  575440 3.960195769869e+00 2.087240021608e-03 1.264388621269e+00 9.394865044604e-04 7.745156626428e-01 1.939564484815e-03 3.407750869356e+00 1.519457580081e-03 2.312251876172e+00 3.842635084371e-03 1.830471196416e+00 1.087413699138e-03 2.921404798172e+00 1.128240785191e-03 2.538000629536e+00 2.000000000000e+01
*  588844 3.960437691299e+00 2.069691175706e-03 1.264258615974e+00 9.304529395204e-04 7.743521974111e-01 1.917049936624e-03 3.407382384239e+00 1.497757907037e-03 2.310890212760e+00 3.786261587618e-03 1.830511832782e+00 1.073800310018e-03 2.921765814837e+00 1.112725458679e-03 1.493661063041e+00 2.000000000000e+01
*  602560 3.960200172657e+00 2.056363542548e-03 1.264272360144e+00 9.214302696117e-04 7.742631850493e-01 1.882801870887e-03 3.407283416295e+00 1.473531783828e-03 2.310983843212e+00 3.779736850163e-03 1.830098480277e+00 1.061378162872e-03 2.921741846009e+00 1.102030457079e-03 2.701854757214e+00 2.000000000000e+01
*  616596 3.959743112206e+00 2.024704155326e-03 1.264448625682e+00 9.105543750411e-04 7.744923510070e-01 1.871445094264e-03 3.407601849223e+00 1.452253556181e-03 2.310170314693e+00 3.741043453609e-03 1.830006915139e+00 1.050162789198e-03 2.921845373922e+00 1.090980151854e-03 6.318182655245e-01 2.000000000000e+01
*  630958 3.960149643075e+00 1.998512521131e-03 1.264126598278e+00 9.001571814979e-04 7.742793385718e-01 1.849904007826e-03 3.407725789842e+00 1.432800583623e-03 2.311754406624e+00 3.751344103194e-03 1.830207961702e+00 1.039182670624e-03 2.921704225523e+00 1.079524934975e-03 1.178308760973e+00 2.000000000000e+01
*  645655 3.959746052579e+00 1.976947183960e-03 1.264187389298e+00 8.911453030412e-04 7.737840386266e-01 1.829907741836e-03 3.407662266579e+00 1.412735069160e-03 2.312443591006e+00 3.726971000862e-03 1.830188456749e+00 1.026572941878e-03 2.921974718086e+00 1.066579330967e-03 5.572321121788e+00 2.000000000000e+01
